name,height_cm,weight_kg,bra,bust_in,waist_in,hips_in
Sienna Milano,155,50,32C,35,28,36
Sienna West,160,55,34DD,39,24,34
Sierra,156,58,36F,43,27,36
Sierra Day,171,55,34C,37,25,36
Sierra Nicole,171,58,32C,35,24,34
Sierra Sanders,167,59,38C,41,28,40
Sierra Simmons,157,50,34DD,39,27,35
Sierra Sinn,152,41,34A,35,25,34
Sierra Skye,168,70,38DD,43,30,36
Sierra Snow,155,45,34C,37,23,33
Silvia Burton,163,53,38A,39,23,38
Silvia Dellai,160,48,32B,34,24,33
Silvia Jons,152,50,32B,34,24,32
Silvia Ruby,175,59,32A,33,23,35
Silvia Saige,170,52,34D,38,27,33
Silvia Saint,165,48,37C,40,23,36
Silvie Delux,175,52,34C,37,24,34
Simone Garza,160,54,34G,43,23,29
Simone Lopez,165,51,34B,36,24,34
Simone Riley,155,48,36D,40,24,36
Simone Sonay,170,57,36C,39,26,36
Simony Diamond,172,56,36C,39,26,36
Sina Velvet,184,69,38D,42,29,35
Sindee Coxx,165,56,36D,40,22,35
Sindee Jennings,157,49,34B,36,26,35
Sindee Shay,175,61,35B,37,25,37
Sinderella,170,55,34C,37,23,34
Sinn Sage,165,59,34B,36,26,40
Sinnamon Love,155,54,34D,38,24,34
Siouxsie Q,170,66,34C,37,28,38
Siri,176,67,30H,41,27,38
Sizi Sev,163,56,34B,36,26,34
Skin Diamond,165,50,32B,34,25,35
Sky Light,160,43,32B,34,22,34
Sky Pierce,163,48,31B,33,24,32
Sky Taylor,168,55,34D,38,24,34
Skye Blue,173,50,32E,38,26,34
Skye West,150,45,34C,37,24,33
Skyla Paige,168,59,34C,37,26,36
Skylar Green,153,41,30B,32,23,32
Skylar Madison,170,57,34D,38,28,38
Skylar Rae,157,56,32D,36,25,34
Skylar Snow,166,66,34DDD,40,24,36
Skylar Valentine,140,43,32B,34,24,34
Skylar Vox,158,51,34DD,39,24,34
Skyler Nicole,163,55,32B,34,26,38
Skyler Price,172,64,36D,40,27,37
Skyy Black,160,66,38DD,43,28,39
Smokie Flame,163,49,34B,36,24,34
Sofi Goldfinger,160,50,34A,35,25,35
Sofi Smile,160,48,30A,31,24,28
Sofia Gucci,169,55,34D,38,25,35
Sofia Lee,169,72,38F,45,24,36
Sofia Like,172,55,32A,33,25,34
Sofia Rivera,157,50,34C,37,30,38
Sofia Valentine,165,50,34D,38,24,34
Sofie Carter,160,51,34B,36,24,34
Sofie Reyez,155,52,33B,35,25,31
Sola Zola,173,50,34C,37,24,36
Soleil,170,61,36DD,41,21,34
Sonia Harcourt,168,57,36B,38,29,36
Sonia Kel,160,55,34D,38,24,35
Sonia Red,162,48,34A,35,23,35
Sonja Adams,162,54,34A,35,26,37
Sonya Sweet,160,45,32B,34,24,34
Sophia Bella,170,57,36C,39,26,36
Sophia Deluxe,175,66,38D,42,26,38
Sophia Fiore,177,61,36D,40,25,34
Sophia Gently,168,52,36C,39,26,34
Sophia Laure,163,47,38C,41,22,34
Sophia Leone,162,55,36C,39,24,34
Sophia Lomeli,163,56,36DD,41,26,35
Sophia Lux,172,59,34C,37,22,32
Sophia Rossi,170,57,38E,44,25,35
Sophia Santi,178,59,36C,39,25,39
Sophia Sutra,157,48,30A,31,24,36
Sophia Wilde,183,57,34B,36,24,35
Sophie Anderson,171,61,32J,45,26,30
Sophie Dee,163,57,36DD,41,26,39
Sophie Evans,173,55,36C,39,24,36
Sophie Garcia,167,55,32B,34,26,28
Sophie Logan,165,50,35C,38,25,33
Sophie Sweet,165,46,34B,36,24,35
Soraya Rico,171,53,35D,39,24,35
Sovereign Syre,176,62,36C,39,27,40
Sparky Sin Clair,160,54,34B,36,28,32
Spencer Bradley,152,45,34C,37,24,34
Spring Thomas,175,55,33D,37,22,33
Stacey Foxxx,165,56,34DD,39,24,26
Stacey Kiss,160,45,32B,34,24,34
Stacey Lacey,165,48,32DD,37,24,32
Stacey LeAnn,166,59,34C,37,22,35
Stacey Lewis,170,55,32B,34,24,35
Staci Carr,161,50,32B,34,26,36
Staci Silverstone,157,50,34B,36,24,36
Staci Thorn,173,57,34B,36,24,34
Stacie Jaxxx,160,52,32DD,37,24,35
Stacie Lane,160,61,36D,40,30,38
Stacie Starr,163,67,36D,40,26,34
Stacy Adams,165,59,38F,45,29,39
Stacy Cruz,177,58,34C,37,26,36
Stacy Jay,160,43,32F,39,21,24
Stacy Silver,168,57,36D,40,26,36
Stacy Snake,170,55,32B,34,24,35
Stacy Sweet,163,52,32C,35,25,34
Stassi Sinclair,161,45,34B,36,24,34
Stefania Mafra,165,58,32C,35,26,38
Stella Daniels,171,52,32B,34,24,34
Stella May,167,50,32A,33,25,36
Stella Raee,163,61,34B,36,28,37
Stephani Moretti,170,55,34D,38,23,36
Stephanie Kane,157,45,36B,38,25,35
Stephanie Moon,157,48,30A,31,23,34
Stephanie Saint,163,52,34D,38,28,36
Stephanie Stalls,157,56,36DD,41,26,36
Stephanie Swift,170,50,36B,38,24,34
Stephanie West,165,51,34C,37,24,27
Stephanie Wylde,165,53,34DD,39,26,34
Stephie Staar,165,59,32B,34,28,34
Stevie Foxx,170,52,32B,34,24,35
Stevie Lix,162,54,32C,35,26,38
Stevie Rae,178,59,34C,37,27,34
Stevie Shae,165,51,34C,37,26,34
Stoney Lynn,157,52,32B,34,24,36
Stormy Daniels,170,57,36DD,41,26,36
Stoya,170,55,32B,34,25,33
Stracy Stone,178,57,36C,39,26,36
Strawberry Sandy,165,50,32C,35,24,35
Sugar Baby,168,54,34B,36,25,36
Sully Savage,161,48,34DD,39,24,36
Summer Bailey,160,55,32C,35,27,38
Summer Breeze,165,45,34B,36,24,35
Summer Day,167,55,34B,36,28,32
Summer Hart,157,64,32DD,37,27,39
Summer Sinn,157,52,44K,55,25,35
Summer Slate,163,57,34B,36,26,36
Summer Storm,157,50,34C,37,24,34
Sunny Jay,160,50,34A,35,25,36
Sunny Lane,152,45,34C,37,24,34
Sunny Leone,163,50,34C,37,24,34
Sunny McKay,173,55,34B,36,24,35
Sunrise Adams,170,55,36DD,41,24,36
Sunset Thomas,173,52,36D,40,24,36
Sunshine Seiber,165,57,32F,39,26,36
Susan Snow,168,57,34B,36,25,36
Susana Alcala,166,50,34D,38,23,35
Susana Melo,167,55,36A,37,27,38
Susi Star,170,50,32B,34,25,34
Susie Diamond,180,50,34B,36,26,37
Suzie Carina,163,52,34B,36,23,34
Suzie Q,163,125,44K,55,45,63
Suzuka Ishikawa,160,46,37G,46,22,33
Suzumi Wilder,166,86,46DDD,52,42,44
Suzy Black,160,49,32B,34,23,34
Suzy Fox,167,57,36B,38,25,36
Suzy Rainbow,163,50,34A,35,23,34
Sweet Amy Lee,165,46,34C,37,22,32
Sweet Bunny,168,55,34B,36,25,39
Sybil Stallone,173,64,34F,41,24,40
Sydnee Steele,170,52,36D,40,24,34
Sydney Capri,173,59,34A,35,28,40
Sydney Cole,157,48,32B,34,23,36
Sylvie Sinner,170,47,38B,40,23,37
Synthia Fixx,165,54,34D,38,24,33
Syren Demer,168,56,34D,38,24,37
Syren Lee,167,51,32C,35,26,32
Szilvia Lauren,170,58,34B,36,24,34
T.J. Hart,173,52,36C,39,21,36
Tabatha Jordan,155,50,32DD,37,25,34
Tabitha James,155,48,34A,35,26,34
Tabitha Stevens,165,48,34DD,39,23,34
Tacori Blu,170,64,34DD,39,28,38
Taisa Banx,167,52,34D,38,25,30
Taissia Shanti,162,52,34B,36,26,37
Talia Palmer,166,59,34C,37,25,36
Tamra Millan,149,50,34B,36,24,31
Tana Lea,162,52,34D,38,25,36
Tana Waters,168,55,34B,36,24,34
Tanks Feet,162,52,36B,38,24,35
Tanner Mayes,157,48,34C,37,25,36
Tanya Danielle,165,52,36DD,41,23,35
Tanya James,180,59,34DD,39,25,35
Tanya Tate,167,57,34F,41,24,34
Tara Ashley,170,52,32A,33,22,34
Tara Blows,166,58,34DD,39,26,36
Tara Holiday,160,50,34D,38,24,36
Tara Lynn Foxx,170,61,36C,39,25,38
Tara Moon,170,57,38K,49,24,36
Taranee Devil,160,50,35C,38,24,33
Tarra White,170,50,34DD,39,24,35
Taryn Thomas,165,50,34B,36,27,32
Tasha Knox,163,55,34DD,39,26,38
Tasha Reign,165,50,35D,39,24,34
Tatiana Hope,160,57,34D,38,27,36
Tatiana Kush,155,50,34C,37,24,36
Tatiana Petrova,165,52,34C,37,26,34
Tatiyana Foxx,163,57,32C,35,24,36
Tatjana Young,173,62,36D,40,28,35
Tawny Roberts,170,50,32C,35,24,31
Taylor Dare,154,43,34B,36,24,28
Taylor Layne,165,66,34DD,39,30,43
Taylor Luxx,158,45,32A,33,22,31
Taylor Lynn,167,54,34C,37,25,35
Taylor Moore,163,52,36C,39,24,36
Taylor Rain,160,48,34B,36,22,32
Taylor Reed,155,45,32A,33,24,34
Taylor Russo,160,52,32B,34,23,34
Taylor Sands,163,52,32B,34,23,34
Taylor Shay,178,58,34D,38,27,37
Taylor St. Claire,173,59,34DD,39,27,36
Taylor True,167,52,36C,39,25,37
Taylor Wane,157,50,38DD,43,23,32
Taylor Whyte,157,50,32C,35,25,34
Teagan Presley,152,46,34C,37,24,34
Teagan Summers,162,59,32B,34,24,33
Teanna Kai,163,47,34C,37,24,34
Teanna Trump,170,61,34C,37,26,37
Teena Lipoldino,180,54,34C,37,26,36
Tegan James,166,56,32DDD,38,24,36
Tera Joy,161,53,34C,37,25,37
Tera Patrick,176,55,36D,40,24,36
Teri Weigel,170,49,36E,42,23,34
Terri Starr,170,55,34C,37,24,36
Terri Summers,170,54,34C,37,25,35
Terry Nova,173,61,36H,47,28,39
Tess Morgan,160,54,32A,33,24,36
Tessa Lane,173,59,36E,42,25,36
Tessa Taylor,157,45,34D,38,24,34
Texas Patti,165,60,33C,36,26,35
Tia Cyrus,152,41,32DD,37,24,34
Tia Gunn,157,55,34K,45,24,36
Tia Layne,162,53,32DD,37,24,33
Tia Ling,155,50,34C,37,24,33
Tia Sweets,152,52,32A,33,23,33
Tia Tanaka,157,45,34B,36,23,35
Tiana Lynn,157,52,34C,37,26,32
Tiff Bannister,157,52,34D,38,24,35
Tiffany Blake,163,77,44G,53,34,38
Tiffany Brookes,173,57,34B,36,26,34
Tiffany Cane,178,61,34DD,39,27,36
Tiffany Doll,157,49,32B,34,26,36
Tiffany Fox,167,47,34C,37,24,34
Tiffany Haze,162,45,34B,36,25,35
Tiffany Holiday,168,54,34C,37,24,35
Tiffany James,158,51,32DDD,38,25,36
Tiffany Kingston,162,58,34FF,42,25,34
Tiffany Mynx,162,55,34DD,39,23,36
Tiffany Rain,167,57,36DD,41,24,34
Tiffany Rayne,167,50,32DD,37,24,32
Tiffany Rose,162,51,34B,36,24,34
Tiffany Rousso,168,55,36D,40,25,37
Tiffany Star,162,50,34C,37,24,34
Tiffany Tatum,165,43,34A,35,23,34
Tiffany Taylor,167,49,34B,36,25,34
Tiffany Teen,157,44,32AA,32,22,33
Tiffany Thompson,173,56,32C,35,25,34
Tiffany Tosh,160,50,36C,39,24,37
Tiffany Watson,170,57,32B,34,27,33
Tiger Lily,155,44,32B,34,23,33
Tigerr Benson,158,55,34HH,46,25,35
Tila Flame,163,52,34B,36,24,30
Tina Blade,164,52,32B,34,28,31
Tina Gabriel,162,52,34B,36,25,36
Tina Hot,163,50,34B,36,23,33
Tina Kay,175,56,32D,36,26,34
Tina Tyler,170,57,36C,39,26,32
Tinka Belle,170,55,32DD,37,22,33
Tinslee Reagan,150,45,34A,35,24,33
Tomi Taylor,172,65,34C,37,24,37
Tommie Ryden,163,55,34C,37,27,38
Tonisha Mills,157,54,34DD,39,25,34
Tori Avano,165,59,34DD,39,27,39
Tori Black,175,64,34B,36,27,38
Tori Lux,157,53,32B,34,26,36
Tori Taylor,171,61,36DD,41,25,38
Torrey Pines,157,45,32DD,37,23,34
Torrie Madison,157,45,32B,34,25,33
Tory Bellamy,160,52,32B,34,24,34
Tory Lane,168,54,34D,38,24,32
Tosh Locks,157,52,34B,36,23,33
Totally Tabitha,168,52,36D,40,26,34
Tracey Lain,170,56,34B,36,24,34
Tracey Sweet,175,55,34C,37,27,38
Tracy Loves,166,54,32C,35,23,32
Tricia Oaks,173,58,34D,38,24,36
Tricia Teen,167,54,34A,35,25,36
Trillium,160,57,32DD,37,28,34
Trina Michaels,165,61,34E,40,24,36
Trina Rush,163,57,34B,36,26,38
Trinity James,175,61,36B,38,25,37
Trinity Michaels,165,69,38F,45,32,40
Trinity Post,165,55,34B,36,24,34
Trinity St Clair,152,42,34C,37,23,28
Trisha Parks,166,50,32B,34,26,34
Trisha Rey,175,54,36A,37,22,36
Tristan Berrimore,173,55,36C,39,24,36
Tristan Kingsley,160,48,34C,37,23,34
Tristyn Kennedy,167,51,32D,36,24,35
Tsuna Kimura,155,45,32A,33,23,34
Tucker Starr,165,55,34D,38,24,34
Tuesday Cross,162,52,34B,36,24,35
Tweety Valentine,149,47,32B,34,24,36
Tyla Wynn,168,54,34C,37,24,34
Tyler Faith,167,53,34D,38,25,35
Tyra Banxxx,168,50,34A,35,24,35
Tysen Rich,165,45,34A,35,25,34
Uma Jolie,160,48,32B,34,23,34
Uma Stone,165,52,32D,36,27,37
Uta Kohaku,166,43,33A,34,22,31
Valentina Bianco,157,48,30B,32,25,35
Valentina Jewels,167,76,34D,38,28,42
Valentina Paradis,166,52,34B,36,24,34
Valentina Ricci,165,54,38C,41,25,36
Valentina Ross,168,58,34C,37,26,37
Valentina Rossini,175,54,38C,41,25,36
Valentina Rush,168,58,36D,40,25,35
Valentina Velasques,163,49,36B,38,23,36
Valerie Fox,170,55,34D,38,23,33
Valerie Hilton,170,58,34C,37,29,34
Valerie Kay,158,52,37D,41,24,40
Valerie Luxe,175,64,34B,36,28,38
Valery S,160,54,34D,38,25,36
Vallerie White,152,48,32B,34,26,34
Vanda Lust,162,55,34A,35,25,36
Vanessa Black,173,62,34B,36,27,36
Vanessa Blake,160,72,34C,37,30,43
Vanessa Blue,163,57,36F,43,28,38
Vanessa Cage,172,57,36B,38,26,36
Vanessa Decker,168,55,38C,41,25,35
Vanessa del Rio,168,55,42DD,47,31,42
Vanessa Figueroa,157,57,32A,33,25,35
Vanessa Hell,166,53,34C,37,25,35
Vanessa Jordin,167,57,34C,37,25,36
Vanessa Lane,155,43,36D,40,22,33
Vanessa Leon,157,48,34C,37,26,36
Vanessa Luna,154,49,34D,38,27,39
Vanessa Lynn,168,52,34C,37,24,36
Vanessa Monet,170,57,34B,36,24,32
Vanessa Montagne,170,55,44G,53,23,36
Vanessa Naughty,170,59,34C,37,22,36
Vanessa Paradise,165,47,32A,33,21,32
Vanessa Phoenix,149,37,32B,34,19,31
Vanessa Sixxx,152,45,32B,34,25,34
Vanessa Sky,161,53,34B,36,29,37
Vanessa Staylon,155,46,38A,39,25,34
Vanessa Vaughn,176,67,35C,38,24,35
Vanessa Vega,163,50,34A,35,24,34
Vanessa Videl,178,62,36D,40,26,36
Vanilla DeVille,163,50,34DD,39,24,34
Vannah Sterling,170,64,36DD,41,28,36
Vega Vixen,168,52,34B,36,25,35
Velicity Von,168,61,34DD,39,25,35
Velma Voodoo,160,118,40D,44,39,53
Venice,167,52,34C,37,24,35
Venus,170,57,34C,37,24,36
Venus Afrodita,167,56,34DD,39,26,38
Venus Devil,161,50,31A,32,28,30
Vera Bliss,163,45,32B,34,24,35
Veronica Avluv,160,48,34D,38,24,34
Veronica Clark,163,45,32B,34,22,32
Veronica Da Souza,168,59,34D,38,26,36
Veronica Jett,155,43,34B,36,24,34
Veronica Morre,150,50,36C,39,26,35
Veronica Orozco,163,45,32C,35,24,30
Veronica Radke,157,43,34C,37,24,35
Veronica Rayne,157,55,34DD,39,24,31
Veronica Rodriguez,154,43,32B,34,25,34
Veronica Sanchez,165,49,34C,37,25,37
Veronica Snow,170,57,36B,38,28,36
Veronica Vain,160,54,34D,38,26,36
Veronica Valentine,152,52,34C,37,27,34
Veronica Vanoza,162,54,34D,38,26,36
Veronica Vella,160,49,34B,36,24,36
Veronica Zemanova,167,50,35D,39,24,36
Veronika Raquel,170,57,36C,39,24,36
Veronika Simon,170,50,35C,38,24,34
Veronique Vega,163,46,34B,36,24,34
Vica Ryder,160,52,34B,36,23,34
Vicki Chase,163,53,34C,37,27,33
Vickie Jay,155,59,32DDD,38,29,39
Vickie Powell,167,47,34E,40,24,34
Vicky Love,165,49,34B,36,25,36
Vicky Summers,165,57,34H,45,26,37
Vicky Vette,168,55,36DD,41,26,36
Vicky Vixen,161,59,36DD,41,27,39
Vicky Vixxx,166,51,32B,34,25,35
Victoria Blaze,160,52,34C,37,26,36
Victoria Cakes,172,77,38F,45,26,50
Victoria Daniels,170,55,34B,36,24,36
Victoria Givens,157,50,36D,40,24,36
Victoria Gracen,157,47,32A,33,24,34
Victoria June,161,49,32E,38,26,34
Victoria Lawson,163,50,34C,37,25,38
Victoria Lobov,168,57,34DDD,40,28,39
Victoria Monet,163,55,34A,35,30,36
Victoria Paradice,173,57,34A,35,24,38
Victoria Paris,165,49,38DD,43,22,36
Victoria Puppy,155,50,32A,33,25,34
Victoria Rae,173,55,34C,37,24,34
Victoria Rose,157,52,38B,40,25,37
Victoria Sin,165,52,32B,34,23,32
Victoria Sweet,157,50,34B,36,24,34
Victoria Valentina,160,52,36DD,41,25,36
Victoria Webb,165,54,34DD,39,25,36
Victoria White,172,54,36C,39,26,35
Vida Valentine,163,67,34DD,39,26,38
Vienna Black,170,57,32C,35,26,34
Vika Volkova,157,48,33A,34,24,37
Viktoria Blond,163,56,38B,40,26,34
Viktoria Sweet,172,59,34D,38,24,36
Vina Skyy,152,43,32AA,32,22,28
Vinna Reed,167,51,34B,36,27,35
Violet Monroe,170,57,34C,37,27,34
Violet Rain,170,55,32A,33,24,34
Violet Smith,160,61,34DD,39,28,40
Violet Starr,166,57,36C,39,26,38
Violette Pure,162,62,29A,30,24,29
Virgo Peridot,165,59,34B,36,28,47
Vittoria Dolce,168,59,38E,44,26,39
Viva Athena,168,45,30A,31,23,33
Vivacious Verta,158,50,32C,35,24,35
Vivian LaVey,168,57,34DD,39,33,35
Vivianna Mulino,155,45,34C,37,26,36
Vivien Bell,167,53,30B,32,24,30
Vivien Sz,165,52,34DD,39,25,36
Vixen,178,57,36C,39,30,39
Vyxen Steel,163,50,32D,36,26,35
Wednesday Parker,160,49,32B,34,24,35
Wendy Harper,167,49,34B,36,24,35
Wendy Star,165,51,34G,43,25,36
WetMary18,157,45,34C,37,23,34
Whitney Conroy,166,55,32B,34,28,31
Whitney Stevens,157,54,36DD,41,25,36
Whitney Taylor,168,52,34DD,39,27,38
Whitney Westgate,168,49,32D,36,24,28
Whitney Wright,168,57,32B,34,25,36
Wifey,165,57,36DD,41,26,36
Winnie,163,52,36C,39,24,36
Winter Bell,153,52,33B,35,24,30
Winter Spice,160,43,32C,35,24,34
Wiska,170,45,34B,36,23,35
Xianna Hill,160,47,34A,35,24,34
Yara Skye,170,61,36B,38,28,37
Yarisa Duran,160,55,36C,39,25,36
Yasmin Scott,168,62,34DD,39,24,36
Yasmine De Leon,170,56,34B,36,27,36
Yasmine Gold,168,50,32A,33,24,34
Yoha,168,53,34B,36,24,37
Your Caitlynn,160,57,36C,39,22,38
Yui Hatano,163,47,35D,39,23,33
Yui Misaki,156,51,38DD,43,23,34
Yuka Ozaki,154,49,34B,36,24,34
Yuki Mori,167,59,34B,36,22,34
Yuma Asami,158,50,38H,49,23,35
Yuna Hirose,157,52,37G,46,24,35
Yuri Aine,158,49,32B,34,22,33
Yurizan Beltran,163,55,34DD,39,24,34
Yuu Sakura,161,50,40H,51,23,35
Zafira,170,54,38C,41,24,34
Zara Brooks,152,52,32A,33,24,34
Zara DuRose,168,55,35E,41,25,37
Zara Ryan,168,52,34B,36,22,36
Zarena Summers,172,53,34C,37,26,34
Zaya Cassidy,157,45,34A,35,24,34
Zazie Skymm,165,52,32B,34,23,34
Zeina Heart,163,45,34B,36,24,34
Zena Little,167,56,31B,33,29,32
Zoe Bloom,157,50,32A,33,24,35
Zoe Clark,160,51,34B,36,24,34
Zoe Doll,164,49,32A,33,24,34
Zoe Matthews,170,52,34B,36,24,34
Zoe Parker,164,59,36B,38,24,34
Zoe Rush,160,52,32A,33,22,33
Zoe Voss,178,52,32A,33,24,34
Zoe Wood,172,48,34B,36,22,34
Zoey Andrews,178,86,38G,47,36,40
Zoey Foxx,160,52,34B,36,24,34
Zoey Holiday,175,64,36F,43,27,37
Zoey Holloway,175,64,36C,39,27,37
Zoey Laine,175,61,34B,36,26,34
Zoey Monroe,160,51,34B,36,32,34
Zoey Nixon,157,49,32DD,37,21,32
Zoey Paige,183,61,34C,37,24,40
Zoey Portland,173,54,34DD,39,24,32
Zoey Reyes,165,61,34B,36,27,39
Zoey Taylor,162,50,32DD,37,24,34
Zoey Tyler,165,62,36C,39,28,34
Zorah White,164,56,34A,35,27,36
Zuzana Zeleznovova,160,47,34A,35,23,35
